timing,lat,lon
18:11:30,37.3998746666667,-122.108053333333
18:11:31,37.3998746666667,-122.108053333333
18:11:32,37.3998746666667,-122.108053333333
18:11:33,37.3998746666667,-122.108053333333
18:11:34,37.3998746666667,-122.108053333333
18:11:35,37.3998746666667,-122.108053333333
18:11:36,37.3998746666667,-122.108053333333
18:11:37,37.3998746666667,-122.108053333333
18:11:38,37.3998746666667,-122.108053333333
18:11:39,37.3998746666667,-122.108053333333
18:11:40,37.3998746666667,-122.108053333333
18:11:41,37.3998746666667,-122.108053333333
18:11:42,37.3998746666667,-122.108053333333
18:11:43,37.3998746666667,-122.108053333333
18:11:44,37.3998746666667,-122.108053333333
18:11:45,37.3998746666667,-122.108053333333
18:11:46,37.3998746666667,-122.108053333333
18:11:47,37.3998746666667,-122.108053333333
18:11:48,37.3998746666667,-122.108053333333
18:11:49,37.3998746666667,-122.108053333333
18:11:50,37.3998746666667,-122.108053333333
18:11:51,37.3998746666667,-122.108053333333
18:11:52,37.3998746666667,-122.108053333333
18:11:53,37.3998746666667,-122.108053333333
18:11:54,37.3998746666667,-122.108053333333
18:11:55,37.3998746666667,-122.108053333333
18:11:56,37.3998746666667,-122.108053333333
18:11:57,37.3998746666667,-122.108053333333
18:11:58,37.3998746666667,-122.108053333333
18:11:59,37.3998746666667,-122.108053333333
18:12:00,37.3998746666667,-122.108053333333
18:12:01,37.3998746666667,-122.108053333333
18:12:02,37.3998746666667,-122.108053333333
18:12:03,37.3998746666667,-122.108053333333
18:12:04,37.3998746666667,-122.108053333333
18:12:05,37.3998746666667,-122.108053333333
18:12:06,37.3998746666667,-122.108053333333
18:12:07,37.3998746666667,-122.108053333333
18:12:08,37.3998746666667,-122.108053333333
18:12:09,37.3998746666667,-122.108053333333
18:12:10,37.3998746666667,-122.108053333333
18:12:11,37.3998746666667,-122.108053333333
18:12:12,37.3998746666667,-122.108053333333
18:12:13,37.3998746666667,-122.108053333333
18:12:14,37.3998746666667,-122.108053333333
18:12:15,37.3998746666667,-122.108053333333
18:12:16,37.3998746666667,-122.108053333333
18:12:17,37.3998746666667,-122.108053333333
18:12:18,37.3998746666667,-122.108053333333
18:12:19,37.3998746666667,-122.108053333333
18:12:20,37.3998746666667,-122.108053333333
18:12:21,37.3998746666667,-122.108053333333
18:12:22,37.3998746666667,-122.108053333333
18:12:23,37.3998746666667,-122.108053333333
18:12:24,37.3998746666667,-122.108053333333
18:12:25,37.3998746666667,-122.108053333333
18:12:26,37.3998746666667,-122.108053333333
18:12:27,37.3998746666667,-122.108053333333
18:12:28,37.3998746666667,-122.108053333333
18:12:29,37.3998746666667,-122.108053333333
18:12:30,37.3998746666667,-122.108053333333
18:12:31,37.3998746666667,-122.108053333333
18:12:32,37.3998746666667,-122.108053333333
18:12:33,37.3998746666667,-122.108053333333
18:12:34,37.3998746666667,-122.108053333333
18:12:35,37.3998746666667,-122.108053333333
18:12:36,37.3998746666667,-122.108053333333
18:12:37,37.3998746666667,-122.108053333333
18:12:38,37.3998746666667,-122.108053333333
18:12:39,37.3998746666667,-122.108053333333
18:12:40,37.3998746666667,-122.108053333333
18:12:41,37.3998746666667,-122.108053333333
18:12:42,37.3998746666667,-122.108053333333
18:12:43,37.3998746666667,-122.108053333333
18:12:44,37.3998746666667,-122.108053333333
18:12:45,37.3998746666667,-122.108053333333
18:12:46,37.3998746666667,-122.108053333333
18:12:47,37.3998746666667,-122.108053333333
18:12:48,37.3998746666667,-122.108053333333
18:12:49,37.3998746666667,-122.108053333333
18:12:50,37.3998746666667,-122.108053333333
18:12:51,37.3998746666667,-122.108053333333
18:12:52,37.3998746666667,-122.108053333333
18:12:53,37.3998746666667,-122.108053333333
18:12:54,37.3998746666667,-122.108053333333
18:12:55,37.3998746666667,-122.108053333333
18:12:56,37.3998746666667,-122.108053333333
18:12:57,37.3998746666667,-122.108053333333
18:12:58,37.3998746666667,-122.108053333333
18:12:59,37.3998746666667,-122.108053333333
18:13:00,37.3998746666667,-122.108053333333
18:13:01,37.3998746666667,-122.108053333333
18:13:02,37.3998746666667,-122.108053333333
18:13:03,37.3998746666667,-122.108053333333
18:13:04,37.3998746666667,-122.108053333333
18:13:05,37.3998746666667,-122.108053333333
18:13:06,37.3998746666667,-122.108053333333
18:13:07,37.3998746666667,-122.108053333333
18:13:08,37.3998746666667,-122.108053333333
18:13:09,37.3998746666667,-122.108053333333
18:13:10,37.3998746666667,-122.108053333333
18:13:11,37.3998746666667,-122.108053333333
18:13:12,37.3998746666667,-122.108053333333
18:13:13,37.3998746666667,-122.108053333333
18:13:14,37.3998746666667,-122.108053333333
18:13:15,37.3998746666667,-122.108053333333
18:13:16,37.3998746666667,-122.108053333333
18:13:17,37.3998746666667,-122.108053333333
18:13:18,37.3998746666667,-122.108053333333
18:13:19,37.3998746666667,-122.108053333333
18:13:20,37.3998746666667,-122.108053333333
18:13:21,37.3998746666667,-122.108053333333
18:13:22,37.3998746666667,-122.108053333333
18:13:23,37.3998746666667,-122.108053333333
18:13:24,37.3998746666667,-122.108053333333
18:13:25,37.3998746666667,-122.108053333333
18:13:26,37.3998746666667,-122.108053333333
18:13:27,37.3998773333333,-122.108053333333
18:13:28,37.3998773333333,-122.108053333333
18:13:29,37.3998773333333,-122.108053333333
18:13:30,37.39988,-122.108064
18:13:31,37.3998826666667,-122.108064
18:13:32,37.3998826666667,-122.108074666667
18:13:33,37.399888,-122.108074666667
18:13:34,37.399888,-122.108085333333
18:13:35,37.3998906666667,-122.108096
18:13:36,37.3998906666667,-122.108096
18:13:37,37.3998906666667,-122.108096
18:13:38,37.3998906666667,-122.108106666667
18:13:39,37.3998906666667,-122.108106666667
18:13:40,37.3998906666667,-122.108117333333
18:13:41,37.3998906666667,-122.108128
18:13:42,37.3998906666667,-122.108128
18:13:43,37.399888,-122.108138666667
18:13:44,37.399888,-122.108138666667
18:13:45,37.399888,-122.108138666667
18:13:46,37.399888,-122.108138666667
18:13:47,37.399888,-122.108138666667
18:13:48,37.399888,-122.108138666667
18:13:49,37.3998906666667,-122.108128
18:13:50,37.3998986666667,-122.108117333333
18:13:51,37.3999093333333,-122.108117333333
18:13:52,37.3999226666667,-122.108106666667
18:13:53,37.399936,-122.108106666667
18:13:54,37.399944,-122.108106666667
18:13:55,37.3999493333333,-122.108096
18:13:56,37.399952,-122.108096
18:13:57,37.399952,-122.108096
18:13:58,37.3999493333333,-122.108096
18:13:59,37.3999466666667,-122.108106666667
18:14:00,37.3999413333333,-122.108106666667
18:14:01,37.3999306666667,-122.108117333333
18:14:02,37.39992,-122.108117333333
18:14:03,37.399904,-122.108128
18:14:04,37.3998906666667,-122.108138666667
18:14:05,37.3998773333333,-122.108149333333
18:14:06,37.399864,-122.10816
18:14:07,37.3998533333333,-122.10816
18:14:08,37.3998426666667,-122.108170666667
18:14:09,37.3998293333333,-122.108181333333
18:14:10,37.399824,-122.108181333333
18:14:11,37.3998186666667,-122.108181333333
18:14:12,37.3998186666667,-122.108181333333
18:14:13,37.3998186666667,-122.108181333333
18:14:14,37.3998186666667,-122.108181333333
18:14:15,37.3998186666667,-122.108181333333
18:14:16,37.3998186666667,-122.108181333333
18:14:17,37.3998186666667,-122.108181333333
18:14:18,37.3998186666667,-122.108181333333
18:14:19,37.3998186666667,-122.108181333333
18:14:20,37.3998186666667,-122.108181333333
18:14:21,37.3998186666667,-122.108181333333
18:14:22,37.3998186666667,-122.108181333333
18:14:23,37.3998186666667,-122.108181333333
18:14:24,37.3998186666667,-122.108181333333
18:14:25,37.3998186666667,-122.108181333333
18:14:26,37.3998186666667,-122.108181333333
18:14:27,37.3998186666667,-122.108181333333
18:14:28,37.3998186666667,-122.108181333333
18:14:29,37.3998186666667,-122.108181333333
18:14:30,37.3998186666667,-122.108181333333
